시설명,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,요금,이용요금단위,오피스 타입,수용인원,운영시간(월),운영시간(화),운영시간(수),운영시간(목),운영시간(금),운영시간(토),운영시간(일),에어컨,카페_레스토랑,복사_인쇄기,택배발송서비스,도어락,콘센트,팩스,24시 운영,연중무휴,난방기,주차,공용라운지,공용주방,정수기,테라스_루프탑,간단한 다과_음료,개인락커,티비_프로젝터,화이트보드,인터넷_와이파이,샤워시설,창고,최종작성일,건물면적,연면적
스페이스-G21,서울특별시,금천구,가산동,,371-28 번지,가산디지털1로,168 번,37.47996643,126.8826362,8507,서울특별시 금천구 가산디지털1로 168,서울특별시 금천구 가산동 371-28,55000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,2022-11-16,"14,951.82 ㎡","190,392.75 ㎡"
스페이스액트 신림 오피스 1인실,서울특별시,관악구,신림동,,1638-32 번지,신림로59길,23 번,37.48286087,126.9285864,8776,서울특별시 관악구 신림로59길 23,서울특별시 관악구 신림동 1638-32,270000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,"1,282.92 ㎡","19,780.19 ㎡"
스페이스코웍 전북혁신점 오피스,전라북도,완주군,이서면,갈산리,664-11 번지,안전로,139 번,35.83650525,127.05823,55365,전라북도 완주군 이서면 안전로 139,전라북도 완주군 이서면 갈산리 664-11,550000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,593.39 ㎡,"4,078.31 ㎡"
스페이스플로우,서울특별시,강동구,성내동,,43-11 번지,천호옛길,88 번,37.53648376,127.1258247,5379,서울특별시 강동구 천호옛길 88,서울특별시 강동구 성내동 43-11,25000,일,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,589.39 ㎡,"5,405.48 ㎡"
스페이스N(앤),서울특별시,종로구,관철동,,12-1 번지,종로14길,20 번,37.56910347,126.9867618,3190,서울특별시 종로구 종로14길 20,서울특별시 종로구 관철동 12-1,300000,월,독립오피스,1명 ~ 1명,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,휴무일,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,2022-11-16,0.0 ㎡,485.3 ㎡
시드플레이스,서울특별시,강서구,마곡동,,797-7 번지,마곡중앙6로,66 번,37.55991526,126.8343608,7803,서울특별시 강서구 마곡중앙6로 66,서울특별시 강서구 마곡동 797-7,33000,일,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,2022-11-16,"2,040.18 ㎡","31,841.76 ㎡"
신논현역 빅토리 5인실,서울특별시,서초구,서초동,,1303-3 번지,사평대로,368 번,37.50378789,127.0235177,6611,서울특별시 서초구 사평대로 368,서울특별시 서초구 서초동 1303-3,1390000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,2022-11-16,381.02 ㎡,"6,902.92 ㎡"
신촌 공유오피스 이화공간 1인,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,3766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,270000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,2022-11-16,124.26 ㎡,745.47 ㎡
신촌 공유오피스 이화공간 2인실,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,3766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,400000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,2022-11-16,124.26 ㎡,745.47 ㎡
신촌 소호사무실 이화공간 독방,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,3766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,350000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,2022-11-16,124.26 ㎡,745.47 ㎡
신촌 이화공간 고정석,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,3766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,230000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,2022-11-16,124.26 ㎡,745.47 ㎡
아이비즈영통 - 1인실(4층),경기도,수원시 영통구,영통동,,1013-1 번지,청명로21번길,19 번,37.24994909,127.0789083,16705,경기도 수원시 영통구 청명로21번길 19,경기도 수원시 영통구 영통동 1013-1,250000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-16,323.67 ㎡,"2,370.73 ㎡"
아이비즈영통 - 1인실(6층),경기도,수원시 영통구,영통동,,1013-1 번지,청명로21번길,19 번,37.24994909,127.0789083,16705,경기도 수원시 영통구 청명로21번길 19,경기도 수원시 영통구 영통동 1013-1,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-16,323.67 ㎡,"2,370.73 ㎡"
아이비즈영통 4인실,경기도,수원시 영통구,영통동,,1013-1 번지,청명로21번길,19 번,37.25000698,127.0789784,16705,경기도 수원시 영통구 청명로21번길 19,경기도 수원시 영통구 영통동 1013-1,1050000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,323.67 ㎡,"2,370.73 ㎡"
아이오피스 - 1인실,경기도,수원시 팔달구,인계동,,1034-16 번지,경수대로466번길,58 번,37.26668414,127.0302789,16489,경기도 수원시 팔달구 경수대로466번길 58,경기도 수원시 팔달구 인계동 1034-16,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,402.9 ㎡,"2,422.79 ㎡"
아이오피스 2인실 독립오피스,경기도,수원시 팔달구,인계동,,1034-16 번지,경수대로466번길,58 번,37.26668414,127.0302789,16489,경기도 수원시 팔달구 경수대로466번길 58,경기도 수원시 팔달구 인계동 1034-16,385000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,2022-11-16,402.9 ㎡,"2,422.79 ㎡"
아이오피스 수원공유오피스,경기도,수원시 팔달구,인계동,,1034-16 번지,경수대로466번길,58 번,37.26668414,127.0302789,16489,경기도 수원시 팔달구 경수대로466번길 58,경기도 수원시 팔달구 인계동 1034-16,352000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-16,402.9 ㎡,"2,422.79 ㎡"
아크로피스성동센터,서울특별시,성동구,마장동,,768-5 번지,마장로35나길,39 번,37.56740359,127.0434966,4756,서울특별시 성동구 마장로35나길 39,서울특별시 성동구 마장동 768-5,220000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,2022-11-16,530.82 ㎡,"3,471.38 ㎡"
아크로피스송파센타,서울특별시,송파구,방이동,,24-7 번지,올림픽로30길,10 번,37.51484246,127.1079367,5542,서울특별시 송파구 올림픽로30길 10,서울특별시 송파구 방이동 24-7,440000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,302.49 ㎡,"1,863.4 ㎡"
아트앤 스페이스 역삼 오피스,서울특별시,강남구,역삼동,,647-5 번지,테헤란로13길,8-7 번,37.50050081,127.0330617,6133,서울특별시 강남구 테헤란로13길 8-7,서울특별시 강남구 역삼동 647-5,90000,일,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,2022-11-16,128.43 ㎡,"1,382.63 ㎡"
안산 비상주사무실임대 114소호_기본 계약,경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,70000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
안산공유오피스 114소호_기본계약(6인),경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,350000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
안산비상주사무실 114소호_기본계약(내측),경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,150000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
안산소호사무실 114소호_기본계약(창측),경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,250000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,- ㎡,- ㎡
안양소호사무실 1인 오피스 임대,경기도,안양시 동안구,관양동,,1502-6 번지,흥안대로,519 번,37.40031616,126.9761634,13951,경기도 안양시 동안구 흥안대로 519,경기도 안양시 동안구 관양동 1502-6,297000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,"1,091.68 ㎡","20,073.22 ㎡"
압구정 로데오 지구어 공유 오피스,서울특별시,강남구,청담동,,88-1 번지,도산대로55길,26 번,37.52522789,127.0407905,6014,서울특별시 강남구 도산대로55길 26,서울특별시 강남구 청담동 88-1,1500000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,2022-11-16,188.19 ㎡,994.48 ㎡
압구정로데오 지구어 3층 공간,서울특별시,강남구,청담동,,88-1 번지,도산대로55길,26 번,37.52522789,127.0407905,6014,서울특별시 강남구 도산대로55길 26,서울특별시 강남구 청담동 88-1,660000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,2022-11-16,188.19 ㎡,994.48 ㎡
앵커스테이션 비즈니스센터,서울특별시,마포구,서교동,,482-21 번지,월드컵로8길,45-8 번,37.55383533,126.9148827,4029,서울특별시 마포구 월드컵로8길 45-8,서울특별시 마포구 서교동 482-21,270000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,2022-11-16,151.06 ㎡,561.61 ㎡
양재역 에메랄드비즈니스센터 1인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,6734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,33000,일,독립오피스,1명 ~ 1명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,185.36 ㎡,"1,135.98 ㎡"
양재역 에메랄드비즈니스센터 2인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,6734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,660000,월,독립오피스,1명 ~ 2명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,08:00 ~ 22:00,08:00 ~ 22:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,185.36 ㎡,"1,135.98 ㎡"
양재역 에메랄드비즈니스센터 4인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,6734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,110000,일,독립오피스,1명 ~ 4명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,185.36 ㎡,"1,135.98 ㎡"
어반라이프오피스 강동점,서울특별시,강동구,길동,,345-9 번지,천중로,213 번,37.54100208,127.1439778,5303,서울특별시 강동구 천중로 213,서울특별시 강동구 길동 345-9,528000,월,독립오피스,2명 ~ 2명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,2022-11-16,171.57 ㎡,"1,334.16 ㎡"
어반라이프오피스 잠실점,서울특별시,송파구,방이동,,51-11 번지,백제고분로,509 번,37.51581817,127.1151744,5545,서울특별시 송파구 백제고분로 509,서울특별시 송파구 방이동 51-11,638000,월,독립오피스,2명 ~ 2명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,426.12 ㎡,"10,000.59 ㎡"
어반비지니스 1인실(1day),서울특별시,송파구,방이동,,36-7 번지,올림픽로32길,11 번,37.515095,127.1092252,5543,서울특별시 송파구 올림픽로32길 11,서울특별시 송파구 방이동 36-7,30000,일,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,158.75 ㎡,"1,618.01 ㎡"
어반비지니스 2인실(1day),서울특별시,송파구,방이동,,36-7 번지,올림픽로32길,11 번,37.515095,127.1092252,5543,서울특별시 송파구 올림픽로32길 11,서울특별시 송파구 방이동 36-7,55000,일,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,158.75 ㎡,"1,618.01 ㎡"
어반엑시트 독립형 공유오피스,서울특별시,강남구,역삼동,,639-15 번지,논현로95길,24 번,37.50209949,127.0339263,6131,서울특별시 강남구 논현로95길 24,서울특별시 강남구 역삼동 639-15,2530000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,12:30 ~ 24:00,12:30 ~ 24:00,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,2022-11-16,152.4 ㎡,590.44 ㎡
에메랄드비즈니스센터 6-8인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,6734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,110000,일,독립오피스,1명 ~ 8명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,2022-11-16,185.36 ㎡,"1,135.98 ㎡"
에이스원비즈 -3인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,7299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,850000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,2022-11-16,"11,983.01 ㎡","196,644.23 ㎡"
에이스원비즈 -4인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,7299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,1045000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,2022-11-16,"11,983.01 ㎡","196,644.23 ㎡"
에이스원비즈 -5인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,7299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,1045000,월,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,2022-11-16,"11,983.01 ㎡","196,644.23 ㎡"
에이스원비즈- 2인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,7299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,550000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,2022-11-16,"11,983.01 ㎡","196,644.23 ㎡"
에이스원비즈- 공유오피스 1인실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,7299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,275000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,2022-11-16,"11,983.01 ㎡","196,644.23 ㎡"
에이스페이스 1인실,인천광역시,부평구,갈산동,,381-3 번지,길주로,547 번,37.50758854,126.7230373,21338,인천광역시 부평구 길주로 547,인천광역시 부평구 갈산동 381-3,385000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,2022-11-16,322.85 ㎡,"2,082.85 ㎡"
에이스페이스 2인실,인천광역시,부평구,갈산동,,381-3 번지,길주로,547 번,37.50758854,126.7230373,21338,인천광역시 부평구 길주로 547,인천광역시 부평구 갈산동 381-3,495000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,2022-11-16,322.85 ㎡,"2,082.85 ㎡"
에이치엘오(HLO)1인실(day),서울특별시,광진구,군자동,,48-40 번지,동일로56길,60 번,37.55518933,127.0750617,4999,서울특별시 광진구 동일로56길 60,서울특별시 광진구 군자동 48-40,200000,일,독립오피스,1명 ~ 1명,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-16,111.47 ㎡,538.88 ㎡
엠피스 천안센터,충청남도,천안시 동남구,청당동,,524 번지,청수9로,47 번,36.78219643,127.1548689,31198,충청남도 천안시 동남구 청수9로 47,충청남도 천안시 동남구 청당동 524,330000,월,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,577.28 ㎡,"5,934.48 ㎡"
